id,source_file_id,airport_icao,obstacle_id,name,bearing_deg,mag_bearing_deg,distance_m,latitude,longitude,elevation_m,height_m,unit_distance_original,unit_height_original,confidence_score,is_user_modified,edited_at,source_page,raw_text
83,1,ZLLL,090,无名山,,165.0,86785.0,35.76777777777777,103.91111111111111,3280.0,,m,m,0.95,0,,9,"无名山
090 | 山 | N354604
E1035440
165/86785 |  |  | 3280 |  | 监视引导07号扇区控制障碍物 | "
84,1,ZLLL,091,山,,166.0,15692.0,36.37833333333333,103.6725,2113.0,,m,m,0.95,0,,9,"山
091 | 山 | N362242
E1034021
166/15692 |  |  | 2113 |  | RWY01 GP INOP最后进近控制障
碍物
含植被 | "
85,1,ZLLL,092,大罗泉,,166.0,19101.0,36.34916666666667,103.68472222222222,2280.0,,m,m,0.95,0,,9,"大罗泉
092 | 山 | N362057
E1034105
166/19101 |  |  | 2280 |  | RWY01 PBN中间进近航制障碍
物；
RWY18L/18R离场控制障碍物
含植被 | "
86,1,ZLLL,093,山,,166.0,19273.0,36.346944444444446,103.68194444444445,2215.0,,m,m,0.95,0,,9,"山
093 | 山 | N362049
E1034055
166/19273 |  |  | 2215 |  | RWY18R传统离场控制障碍物；
RWY36R PBN中间进近控制障碍
物
含植被 | "
87,1,ZLLL,094,山,,166.0,28015.0,36.27194444444444,103.71166666666667,2076.0,,m,m,0.95,0,,9,"山
094 | 山 | N361619
E1034242
166/28015 |  |  | 2076 |  | RWY18L/18R离场控制障碍物
含植被 | "
88,1,ZLLL,096,山,,168.0,32270.0,36.23222222222223,103.71111111111111,2097.0,,m,m,0.95,0,,10,"山
096 | 山 | N361356
E1034240
168/32270 |  |  | 2097 |  | RWY01/36L/36R起始进近控制障
碍物
含植被 | RWY01/36L/36R起始进近控制障
碍物"
89,1,ZLLL,097,山,,170.0,15647.0,36.37583333333333,103.65944444444445,2104.0,,m,m,0.95,0,,10,"山
097 | 山 | N362233
E1033934
170/15647 |  |  | 2104 |  | RWY36R PBN最后进近控制障碍
物
含植被 | "
90,1,ZLLL,099,马家山,,179.0,68663.0,35.89611111111111,103.66833333333334,2950.0,,m,m,0.95,0,,10,"马家山
099 | 山 | N355346
E1034006
179/68663 |  |  | 2950 |  | 监视引导06号扇区控制障碍物 | "
91,1,ZLLL,100,山,,1.0,36.0,,,,,m,,0.9,0,,10,"山
100 | 山 |  | N361347 |  | 2005 |  |  | RWY01/36L/36R起始进近控制障"
92,1,ZLLL,101,无名山,,197.0,52586.0,36.05277777777778,103.48361111111112,2565.0,,m,m,0.95,0,,10,"无名山
101 | 山 |  | N360310
E1032901
197/52586 |  | 2565 |  | 传统扇区控制障碍物
含植被 | "
93,1,ZLLL,102,山,,200.0,24346.0,36.30361111111111,103.54222222222222,2136.0,,m,m,0.95,0,,10,"山
102 | 山 | N361813
E1033232
200/24346 |  |  | 2136 |  | RWY01/36L/36R传统进场控制障
碍物
含植被 | "
94,1,ZLLL,103,刘家湾,,200.0,53035.0,36.04833333333333,103.48611111111111,2645.0,,m,m,0.95,0,,10,"刘家湾
103 | 山 |  | N360254
E1032910
200/53035 |  | 2645 |  | PBN扇区控制障碍物
含植被 | "
95,1,ZLLL,104,大咀岭,,202.0,23327.0,36.31472222222222,103.5363888888889,2128.0,,m,m,0.95,0,,10,"大咀岭
104 | 山 | N361853
E1033211
202/23327 |  |  | 2128 |  | RWY18L/18R PBN离场控制障碍
物
含植被 | "
96,1,ZLLL,105,山体,,1.0,36.0,,,,,m,,0.9,0,,10,"山体
105 | 山 |  | N360745 |  | 2181 |  |  | RWY01/36L/36R传统进场控制障"
97,1,ZLLL,106,山,,223.0,38220.0,36.24944444444444,103.3475,2085.0,,m,m,0.95,0,,11,"山
106 | 山 | N361458
E1032051
223/38220 |  |  | 2085 |  | RWY01/36L/36R PBN进场控制障
碍物
含植被 | "
98,1,ZLLL,107,山体,,1.0,36.0,,,,,m,,0.9,0,,11,"山体
107 | 山 |  | N361320 |  | 2009 |  |  | RWY01/36L/36R PBN进场控制障"
99,1,ZLLL,108,山,,242.0,42584.0,36.316111111111105,103.21388888888889,2233.0,,m,m,0.95,0,,11,"山
108 | 山 | N361858
E1031250
242/42584 |  |  | 2233 |  | RWY01/36L/36R PBN进场控制障
碍物
含植被 | RWY01/36L/36R PBN进场控制障
碍物"
100,1,ZLLL,109,高庙岭,,250.0,28795.0,36.41305555555555,103.32472222222222,2363.0,,m,m,0.95,0,,11,"高庙岭
109 | 山 | N362447
E1031929
250/28795 |  |  | 2363 |  | RWY18L/18R PBN离场控制障碍
物；
RWY01/36L/36R传统进场控制障
碍物
含植被 | "
101,1,ZLLL,111,花抱山,,257.0,117324.0,36.22166666666667,102.365,4484.0,,m,m,0.95,0,,11,"花抱山
111 | 山 | N361318
E1022154
257/117324 |  |  | 4484 |  | 监视引导16号扇区控制障碍物 | "
102,1,ZLLL,112,山,,262.0,30697.0,36.46055555555556,103.28472222222221,2462.0,,m,m,0.95,0,,11,"山
112 | 山 | N362738
E1031705
262/30697 |  |  | 2462 |  | RWY18L/18R/19 PBN进场控制障
碍物
含植被 | "
103,1,ZLLL,114,无名山,,269.0,33119.0,36.493611111111115,103.25222222222222,2465.0,,m,m,0.95,0,,11,"无名山
114 | 山 |  | N362937
E1031508
269/33119 |  | 2465 |  | 传统扇区控制障碍物
含植被 | "
104,1,ZLLL,115,山体,,270.0,43892.0,36.49138888888889,103.13194444444444,2475.0,,m,m,0.95,0,,11,"山体
115 | 山 |  | N362929
E1030755
270/43892 |  | 2475 |  | RWY01/36L/36R PBN进场控制障
碍物
含植被 | "
105,1,ZLLL,116,山,,272.0,35949.0,36.50611111111111,103.21972222222223,2562.0,,m,m,0.95,0,,11,"山
116 | 山 | N363022
E1031311
272/35949 |  |  | 2562 |  | RWY01 PBN离场控制障碍物
含植被 | "
106,1,ZLLL,117,山,,275.0,49922.0,36.52472222222222,103.06388888888888,2509.0,,m,m,0.95,0,,12,"山
117 | 山 | N363129
E1030350
275/49922 |  |  | 2509 |  |  | RWY18L/18R传统离场控制障碍
物；
RWY01/36L/36R PBN进场控制障
碍物
含植被"
107,1,ZLLL,118,山,,278.0,44509.0,36.55083333333333,103.1261111111111,2572.0,,m,m,0.95,0,,12,"山
118 | 山 | N363303
E1030734
278/44509 |  |  | 2572 |  | RWY19传统离场控制障碍物；
RWY36L/36R PBN离场控制障碍
物；
RWY01/18L/18R/19/36L/36R PBN
进场控制障碍物
含植被 | RWY19传统离场控制障碍物；
RWY36L/36R PBN离场控制障碍
物；
RWY01/18L/18R/19/36L/36R PBN
进场控制障碍物"
108,1,ZLLL,119,山体,,1.0,36.0,,,,,m,,0.9,0,,12,"山体
119 | 山 |  | N363151 |  | 2097 |  |  | RWY01/36L/36R传统进场控制障"
